,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0016096234,0.0016037077,0.0017075837,0.0018640906,0.0020329356,0.0021867454,0.002310127,0.0023951828,0.0024401248,0.0024466366,0.002419725,0.0023641884,0.0022866875,0.0021931082,0.0020899326,0.0019815713,0.0018724501,0.0017660558,0.001664713,0.0015708953,0.0014853925,0.0014090687,0.0013430268,0.0012857765,0.0012374669,0.001197651,0.0011657625,0.0011409372,0.0011220425,0.0011081845,0.001099363,0.0010939986,0.0010918528,0.001092121,0.0010943562,0.0010980517,0.0011028498,0.0011081845,0.001114741,0.0011212677,0.001128301,0.0011351556,0.0011422187,0.001149252,0.001156643,0.0011637062,0.0011708289,0.0011781603,0.0011854023,0.0011925846,0.001199767,0.0012076646,0.0012150258,0.0012228042,0.0012305528,0.0012384206,0.0012465566,0.001254484,0.0012626499,0.0012704581,0.0012788326,0.0012870282,0.0012949258,0.0013028234,0.0013106018,0.0013180524,0.0013255626,0.0013328344,0.0013397783,0.0013466328,0.0013528317,0.0013592988,0.001364842,0.0013703257,0.0013754219,0.0013799816,0.0013843924,0.0013887435,0.0013924688,0.0013955384,0.0013985187,0.0014011413,0.0014031082,0.001404658,0.0014060587,0.0014065653,0.0014069825,0.0014064759,0.0014056116,0.0014039427,0.0014014989,0.0013986677,0.0013946146,0.001389578,0.0013837367,0.0013767332,0.0013682991,0.0013584942,0.0013471097,0.0013337582
1,0.06206657,0.06018494,0.058518603,0.05700679,0.055605963,0.054283395,0.05301857,0.05179745,0.050612077,0.04945843,0.04833491,0.047241986,0.04618083,0.0451525,0.044158727,0.043201253,0.042279556,0.04139465,0.040546134,0.039733484,0.038955823,0.038210884,0.03749849,0.036816016,0.036161944,0.035534397,0.034931555,0.034351513,0.03379284,0.033253655,0.03273262,0.032228604,0.031740233,0.031266227,0.030805781,0.030358508,0.029923126,0.029499188,0.029086336,0.028683767,0.028291598,0.027908996,0.027536139,0.027172223,0.026817366,0.026471421,0.026134059,0.02580522,0.025484458,0.025172427,0.024867848,0.024571434,0.024282292,0.024000868,0.023726389,0.02345924,0.02319865,0.022945091,0.02269809,0.022457078,0.022222385,0.021993235,0.021770045,0.021552071,0.021339938,0.021132246,0.020929888,0.02073218,0.020538822,0.020349935,0.02016513,0.019984469,0.019807473,0.01963444,0.019465104,0.01929842,0.019135907,0.018976286,0.018819407,0.018665716,0.018514737,0.018366441,0.018220529,0.018076941,0.017935887,0.0177968,0.017659292,0.017524257,0.017390534,0.017258301,0.017127797,0.016998544,0.016870037,0.016742632,0.016615972,0.01648958,0.016363755,0.016237512,0.016111508,0.015985206
2,0.123070344,0.11932473,0.11589199,0.112711444,0.1097358,0.10693009,0.10426746,0.10172938,0.09930168,0.096974745,0.094741985,0.09259868,0.09054065,0.088564724,0.08666836,0.084848955,0.08310363,0.08142935,0.07982299,0.07828157,0.07680182,0.075379774,0.07401261,0.0726967,0.07142888,0.07020609,0.06902523,0.067883596,0.066778615,0.06570794,0.064669445,0.063660786,0.062681034,0.061727777,0.06080009,0.059896335,0.059016272,0.05815862,0.05732192,0.05650647,0.055710778,0.054934755,0.054177925,0.05343969,0.05271931,0.05201672,0.051331595,0.050663754,0.050012156,0.04937707,0.048757777,0.04815401,0.047565624,0.046992257,0.046433166,0.04588802,0.045356914,0.04483895,0.04433398,0.043841675,0.04336156,0.042893544,0.042436585,0.0419911,0.041555837,0.041131243,0.040716752,0.0403118,0.039916202,0.039529637,0.039151534,0.038782224,0.038420513,0.03806685,0.037720725,0.037381575,0.037049398,0.036723986,0.0364051,0.036092505,0.035785273,0.03548397,0.035188153,0.03489746,0.034611896,0.03433083,0.034054533,0.03378229,0.033514008,0.033249393,0.032988384,0.032730594,0.032476023,0.032224074,0.03197436,0.03172712,0.03148143,0.031237349,0.03099458,0.030752286
3,0.18434124,0.17876254,0.1735854,0.16875015,0.16420956,0.15992443,0.15586503,0.15200739,0.14833356,0.14482787,0.14147966,0.13827838,0.13521607,0.13228513,0.12947875,0.12679033,0.1242142,0.12174398,0.119373664,0.11709757,0.11490977,0.11280511,0.110778704,0.108824775,0.10693911,0.10511714,0.10335468,0.10164821,0.09999351,0.09838824,0.09682922,0.09531368,0.09383966,0.09240465,0.09100719,0.08964552,0.08831866,0.087024406,0.085762605,0.08453147,0.083330795,0.08215962,0.08101691,0.07990201,0.07881482,0.077754006,0.07671963,0.07571031,0.07472621,0.07376705,0.07283129,0.07191928,0.07102962,0.07016255,0.06931715,0.06849305,0.06768958,0.06690566,0.0661415,0.06539635,0.06466968,0.06396048,0.06326865,0.062593624,0.061934456,0.06129162,0.06066321,0.060049847,0.059450224,0.05886428,0.058291927,0.057731494,0.057183877,0.05664797,0.05612378,0.055610314,0.0551071,0.05461423,0.054131255,0.053657696,0.053193316,0.05273755,0.052290007,0.05185063,0.051418856,0.05099432,0.05057682,0.050165996,0.04976134,0.049362913,0.048969433,0.048581883,0.048198804,0.047820434,0.047446385,0.047075853,0.04670863,0.046344534,0.04598303,0.045623586
4,0.24556597,0.2382081,0.23132838,0.22487198,0.21879004,0.21304373,0.20760025,0.20243238,0.19751753,0.19283654,0.18837376,0.1841148,0.1800475,0.17615952,0.17244114,0.16888218,0.16547309,0.16220467,0.15906855,0.15605602,0.15315954,0.15037127,0.14768453,0.14509223,0.14258815,0.14016679,0.13782285,0.13555123,0.13334753,0.13120754,0.12912853,0.12710641,0.12513854,0.12322198,0.12135552,0.11953597,0.117762044,0.116032675,0.114345536,0.11269958,0.11109404,0.10952781,0.10799952,0.10650851,0.105054095,0.10363503,0.1022511,0.10090108,0.099584654,0.09830062,0.09704842,0.095827505,0.09463687,0.09347586,0.09234391,0.09124018,0.09016375,0.08911364,0.08809011,0.08709128,0.086117044,0.08516671,0.08423929,0.08333404,0.082450464,0.08158775,0.080745086,0.079921946,0.07911776,0.07833178,0.07756336,0.076812044,0.07607682,0.07535796,0.07465382,0.07396461,0.07328968,0.072628275,0.071980104,0.07134469,0.07072128,0.07010965,0.06950916,0.068919465,0.06834017,0.067770585,0.06721078,0.066659704,0.06611727,0.065583155,0.0650564,0.064536914,0.064024106,0.063517764,0.06301732,0.062522635,0.06203209,0.06154661,0.061064497,0.06058596
5,0.30640465,0.29734737,0.28883135,0.28080583,0.27322584,0.2660523,0.25925118,0.25279403,0.24665453,0.24081121,0.23524405,0.22993504,0.22486858,0.22002904,0.21540312,0.21097694,0.20673804,0.20267497,0.19877595,0.1950306,0.19142818,0.18795949,0.1846159,0.18138836,0.17826967,0.17525251,0.17233051,0.16949691,0.16674805,0.16407762,0.16148162,0.15895624,0.15649821,0.15410396,0.15177087,0.14949702,0.14727965,0.14511715,0.1430075,0.14094956,0.13894166,0.1369827,0.13507117,0.1332062,0.13138662,0.12961139,0.1278796,0.12619029,0.12454255,0.1229354,0.12136836,0.11983977,0.11834906,0.116895095,0.11547737,0.11409469,0.112746134,0.11143081,0.11014791,0.10889606,0.10767503,0.106483355,0.10532026,0.10418521,0.10307692,0.10199444,0.1009375,0.09990467,0.09889527,0.09790857,0.09694408,0.096000925,0.09507798,0.094175115,0.09329094,0.09242554,0.091577694,0.090746954,0.08993293,0.08913408,0.08835082,0.087582484,0.08682831,0.08608736,0.0853592,0.084643826,0.08394052,0.083248064,0.082566544,0.08189534,0.081233785,0.08058162,0.07993816,0.079302505,0.07867433,0.07805325,0.07743861,0.076829955,0.07622607,0.07562722
6,0.3665008,0.3558522,0.3457902,0.33627135,0.32725513,0.3187062,0.31059015,0.30287826,0.29554337,0.28856117,0.281909,0.27556705,0.26951557,0.26373672,0.25821358,0.25293022,0.24787064,0.24302094,0.23836724,0.23389645,0.22959577,0.22545414,0.22146063,0.21760564,0.21387921,0.21027331,0.2067803,0.20339297,0.20010509,0.19691068,0.19380446,0.19078253,0.18784043,0.18497439,0.18218137,0.17945853,0.1768034,0.17421322,0.17168663,0.16922122,0.16681556,0.16446833,0.16217776,0.15994267,0.15776195,0.15563409,0.15355818,0.15153287,0.14955725,0.14763026,0.14575027,0.14391662,0.14212821,0.14038406,0.13868229,0.1370229,0.13540404,0.13382472,0.13228394,0.13078086,0.12931366,0.12788211,0.12648438,0.12512006,0.123787686,0.122486725,0.12121554,0.11997326,0.11875914,0.11757244,0.11641182,0.11527668,0.114166066,0.113079056,0.112014845,0.11097254,0.10995136,0.10895105,0.10797016,0.107008114,0.10606463,0.105138674,0.104229555,0.10333668,0.102459446,0.101596996,0.10074918,0.099914715,0.09909324,0.09828447,0.09748717,0.09670086,0.09592514,0.0951594,0.094402865,0.09365474,0.092914894,0.09218188,0.091455445,0.090734854
7,0.4254912,0.413388,0.40189672,0.39098406,0.38061666,0.370763,0.36139202,0.35247535,0.34398717,0.33590168,0.3281952,0.3208456,0.31383187,0.30713338,0.3007307,0.2946055,0.2887401,0.28311735,0.27772158,0.2725371,0.26755,0.26274663,0.25811487,0.25364238,0.2493193,0.24513517,0.24108149,0.23714982,0.2333328,0.22962426,0.22601764,0.22250827,0.21909122,0.215762,0.21251722,0.20935388,0.2062683,0.20325838,0.20032154,0.19745605,0.19465968,0.19193058,0.18926738,0.1866679,0.18413143,0.18165638,0.17924152,0.17688487,0.17458569,0.17234264,0.1701545,0.1680199,0.16593732,0.16390593,0.1619239,0.15999065,0.15810408,0.1562636,0.15446766,0.15271516,0.15100451,0.14933456,0.14770417,0.14611216,0.14455722,0.14303856,0.14155446,0.14010425,0.1386862,0.13729997,0.13594393,0.1346175,0.13331918,0.13204835,0.1308042,0.12958558,0.12839149,0.12722088,0.1260735,0.12494813,0.123843744,0.122759834,0.12169589,0.120650604,0.11962338,0.11861403,0.11762093,0.11664398,0.11568178,0.114734426,0.1138006,0.112880096,0.11197184,0.11107524,0.11018939,0.1093135,0.10844733,0.10758929,0.10673924,0.10589646
8,0.48301762,0.4696263,0.45685017,0.444668,0.43305624,0.4219889,0.4114411,0.40138692,0.391802,0.3826617,0.37394226,0.36562127,0.35767585,0.3500849,0.34282702,0.33588165,0.3292299,0.32285225,0.31673145,0.31084985,0.30519146,0.29974127,0.2944849,0.2894097,0.2845028,0.27975363,0.27515203,0.27068865,0.26635545,0.26214445,0.25804895,0.25406379,0.25018263,0.2464012,0.24271514,0.23912118,0.23561539,0.2321951,0.22885717,0.22560035,0.22242133,0.21931832,0.2162898,0.21333395,0.2104492,0.20763345,0.20488577,0.2022043,0.19958763,0.19703443,0.19454305,0.1921121,0.1897405,0.18742634,0.18516819,0.18296514,0.18081473,0.1787167,0.17666863,0.1746699,0.1727183,0.1708133,0.16895263,0.16713546,0.1653602,0.1636255,0.16193046,0.16027324,0.1586531,0.15706845,0.1555184,0.15400143,0.15251695,0.1510631,0.14963914,0.14824454,0.14687766,0.14553766,0.14422373,0.14293478,0.14167027,0.14042868,0.13920961,0.13801183,0.136835,0.13567768,0.13453941,0.13341959,0.13231672,0.13123073,0.1301604,0.12910496,0.12806375,0.12703566,0.12602021,0.12501632,0.12402336,0.123040155,0.122066334,0.12110056
9,0.53874034,0.5242545,0.5103646,0.4970625,0.48433667,0.47216898,0.4605413,0.4494334,0.43882328,0.4286899,0.41901094,0.40976423,0.40092778,0.392479,0.38439626,0.37665904,0.36924553,0.36213595,0.35531074,0.3487512,0.34243953,0.33635986,0.33049595,0.32483333,0.3193589,0.31405985,0.30892515,0.30394453,0.2991084,0.2944091,0.2898383,0.28538978,0.28105742,0.27683622,0.27272093,0.2687077,0.26479268,0.26097286,0.25724483,0.2536062,0.25005478,0.2465875,0.24320282,0.23989908,0.23667385,0.2335255,0.23045282,0.22745346,0.22452633,0.22166936,0.21888126,0.2161604,0.21350501,0.21091346,0.20838462,0.20591618,0.20350714,0.20115547,0.19885989,0.1966183,0.19442968,0.19229235,0.1902047,0.18816493,0.1861719,0.1842245,0.18232049,0.18045856,0.17863788,0.17685704,0.1751139,0.17340817,0.17173807,0.17010267,0.16850029,0.16693087,0.16539185,0.16388308,0.16240351,0.16095163,0.15952663,0.15812798,0.15675382,0.15540417,0.15407719,0.15277244,0.1514896,0.15022676,0.14898337,0.14775868,0.14655139,0.1453615,0.1441869,0.14302789,0.14188276,0.14075072,0.13963093,0.13852243,0.13742442,0.1363358
