,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.001320079,0.0010864288,0.00093473494,0.00086535513,0.00086833537,0.0009266287,0.0010234267,0.0011396557,0.0012610108,0.0013733059,0.0014671236,0.0015368611,0.0015787035,0.0015933663,0.0015821606,0.0015496165,0.0014996678,0.0014376789,0.0013700873,0.0013013035,0.0012378842,0.0011832863,0.0011414438,0.0011146218,0.001105085,0.0011140257,0.0011407286,0.0011854321,0.0012446791,0.0013177544,0.001400724,0.0014904886,0.0015831143,0.001674667,0.0017619282,0.0018401295,0.0019060522,0.0019567162,0.0019889027,0.0019997507,0.001989022,0.0019546896,0.0018965155,0.0018148571,0.0017106682,0.0015853792,0.0014412552,0.0012812763,0.0011086613,0.0009261519,0.00073708594,0.0005463511,0.00035740435,0.00017370284,-1.4156103e-06,-0.00016485155,-0.00031374395,-0.0004452318,-0.0005578846,-0.00064979494,-0.0007202476,-0.00076936185,-0.0007959455,-0.0008016676,-0.0007864088,-0.0007517189,-0.0006997436,-0.0006314367,-0.00054882467,-0.0004544109,-0.0003504604,-0.00023923814,-0.00012265146,-3.322959e-06,0.000116601586,0.00023521483,0.00035096705,0.00046099722,0.0005647093,0.00066019595,0.00074626505,0.0008213669,0.0008852631,0.00093628466,0.00097478926,0.0009993464,0.001010552,0.001007691,0.0009907633,0.0009600073,0.00091542304,0.0008572489,0.00078584254,0.0007019192,0.0006058365,0.0004975945,0.0003786236,0.00024951994,0.000110045075,-3.825128e-05
1,0.063579455,0.061533287,0.05963768,0.05789174,0.0562848,0.054800645,0.053420678,0.052126303,0.05089988,0.049727574,0.048598185,0.047503605,0.04643859,0.04540111,0.04438986,0.04340662,0.0424539,0.041533247,0.040648594,0.039802805,0.038997903,0.038236514,0.037520185,0.036849037,0.03622271,0.035640255,0.035100237,0.034599558,0.034134522,0.033702508,0.033298507,0.032917038,0.03255464,0.03220524,0.031865373,0.031528965,0.031192318,0.030851975,0.030503407,0.030144587,0.02977337,0.029388085,0.028988019,0.02857329,0.028144494,0.027702942,0.027250662,0.0267898,0.026322976,0.025853768,0.025385872,0.024922743,0.02446641,0.02402176,0.023591533,0.02317883,0.02278544,0.022413865,0.022065774,0.021742716,0.021444574,0.021172062,0.02092518,0.020702854,0.02050437,0.02032794,0.020172015,0.020035282,0.019914642,0.019808903,0.019715086,0.0196314,0.019554988,0.019484296,0.019416824,0.019350544,0.019282952,0.019213453,0.019139662,0.019060388,0.018973842,0.018879667,0.018776193,0.018663421,0.01854004,0.018406048,0.018261328,0.01810433,0.017936721,0.01775767,0.017567173,0.017366067,0.017154112,0.016931906,0.016700163,0.0164596,0.016209617,0.015951768,0.015686765,0.015414849
2,0.12618412,0.12229152,0.11862184,0.11517395,0.11193563,0.10889067,0.106019154,0.10330023,0.10071494,0.0982485,0.095886484,0.09361912,0.09143926,0.08934106,0.087321535,0.08538081,0.08351578,0.08172847,0.080018416,0.07838632,0.07683183,0.075355545,0.07395579,0.072631255,0.071379796,0.070197955,0.06908251,0.06802918,0.06703271,0.06608857,0.06519009,0.06433226,0.06350829,0.06271352,0.06194116,0.061185613,0.060442463,0.05970718,0.058975592,0.058244005,0.057510033,0.05677201,0.056028858,0.055279985,0.054525867,0.05376722,0.053006306,0.05224468,0.051484957,0.050730124,0.049982682,0.049246922,0.04852535,0.04782094,0.04713632,0.04647459,0.045837775,0.045227423,0.044645205,0.04409124,0.043567076,0.04307188,0.042605653,0.04216744,0.04175593,0.041369095,0.041006222,0.04066457,0.040342346,0.04003705,0.039746538,0.039468303,0.03920032,0.038940206,0.038685814,0.038434878,0.038186207,0.0379373,0.037687078,0.03743364,0.03717543,0.036912933,0.0366434,0.036367312,0.03608288,0.03579034,0.03548993,0.035180822,0.03486301,0.03453614,0.03420092,0.033857122,0.033505455,0.033146158,0.03277959,0.032406107,0.03202583,0.031640783,0.031250253,0.030855313
3,0.18873324,0.1830032,0.17756869,0.17242773,0.16756822,0.16297187,0.15861644,0.15448119,0.15054537,0.1467904,0.14320077,0.1397648,0.13647284,0.13331605,0.13028921,0.12738861,0.12461068,0.1219535,0.11941458,0.11699249,0.11468376,0.11248709,0.110398665,0.10841526,0.10653235,0.10474552,0.103049055,0.10143711,0.099903956,0.098441735,0.09704448,0.09570469,0.09441616,0.09317066,0.09196247,0.090784684,0.08963288,0.088500276,0.08738305,0.08627726,0.0851797,0.08408846,0.08300115,0.08191778,0.08083834,0.07976331,0.07869412,0.0776322,0.0765803,0.07554044,0.074515715,0.07350899,0.072522536,0.07155968,0.07062234,0.06971325,0.06883408,0.06798591,0.067170516,0.066388026,0.06563856,0.06492175,0.06423749,0.06358422,0.06296052,0.06236507,0.06179644,0.06125082,0.06072773,0.06022407,0.059737697,0.059266105,0.058807507,0.058358446,0.057918444,0.05748464,0.057054535,0.056627646,0.056201592,0.055774704,0.055346504,0.05491604,0.05448152,0.054042116,0.05359842,0.053149,0.0526935,0.05223252,0.05176522,0.05129172,0.05081202,0.05032696,0.049836293,0.049340025,0.048839226,0.048334137,0.047824994,0.047312632,0.04679717,0.046279922
4,0.2508124,0.24329974,0.23615052,0.2293628,0.22292353,0.21681263,0.21100809,0.20548631,0.20022579,0.19520606,0.19040968,0.18582262,0.18143214,0.17722847,0.17320348,0.169351,0.1656654,0.16214158,0.15877618,0.15556373,0.15250005,0.14958121,0.1468022,0.14415719,0.14163984,0.1392441,0.13696326,0.13478936,0.132715,0.13073184,0.12883224,0.1270075,0.12525012,0.12355246,0.12190606,0.12030436,0.11874129,0.117210284,0.11570682,0.11422564,0.112764254,0.11131932,0.109888926,0.108471766,0.10706784,0.105676904,0.10430075,0.1029401,0.101597205,0.10027398,0.09897341,0.09769715,0.09644772,0.09522797,0.09403981,0.092884794,0.09176506,0.09068097,0.08963384,0.08862378,0.08765055,0.086714044,0.0858127,0.08494569,0.084111705,0.08330847,0.08253433,0.081787005,0.08106388,0.08036305,0.07968201,0.07901813,0.07836975,0.07773401,0.077108756,0.07649268,0.07588281,0.075278655,0.07467808,0.07407941,0.07348181,0.07288398,0.07228543,0.07168497,0.07108177,0.07047595,0.06986751,0.06925501,0.06863929,0.06801976,0.06739713,0.066770926,0.06614186,0.06550993,0.064875856,0.064239636,0.063601986,0.062963024,0.06232418,0.06168498
5,0.31201124,0.30281603,0.29404283,0.28568947,0.27774334,0.27018428,0.26298898,0.25613344,0.24959446,0.243351,0.23738308,0.23167516,0.22621275,0.22098447,0.21597995,0.21119072,0.20660926,0.20222904,0.19804396,0.19404723,0.19023289,0.18659474,0.18312551,0.179819,0.17666675,0.17366125,0.17079403,0.16805579,0.16543855,0.16293253,0.16052867,0.15821709,0.15598978,0.1538371,0.15175153,0.14972474,0.14774992,0.14582016,0.14392973,0.14207424,0.14024903,0.13845064,0.13667776,0.13492824,0.13320066,0.13149633,0.12981476,0.12815715,0.12652518,0.12492086,0.12334563,0.12180211,0.120291725,0.11881746,0.11737968,0.11598171,0.114622846,0.11330439,0.11202754,0.11079194,0.109596744,0.10844137,0.10732485,0.10624625,0.10520269,0.104193345,0.10321511,0.10226716,0.101345316,0.10044874,0.09957422,0.09871961,0.097882405,0.09706034,0.09625186,0.09545435,0.09466602,0.093885675,0.09311153,0.092342034,0.091576114,0.09081246,0.09005083,0.08928956,0.088529006,0.08776833,0.087006345,0.08624412,0.08548094,0.08471657,0.08395161,0.08318521,0.082418814,0.08165218,0.08088519,0.08011915,0.079353586,0.07858969,0.07782735,0.07706727
6,0.3719412,0.36120474,0.35093504,0.34113073,0.3317805,0.3228655,0.3143621,0.30624598,0.29849392,0.2910837,0.28399503,0.2772104,0.27071452,0.26449418,0.25853777,0.2528355,0.24737848,0.2421576,0.23716606,0.23239554,0.2278383,0.22348692,0.21933295,0.21536757,0.21158291,0.20796837,0.20451535,0.20121385,0.1980529,0.19502343,0.19211377,0.18931474,0.18661655,0.18400921,0.18148388,0.17903186,0.17664494,0.17431642,0.17204024,0.16981007,0.16762222,0.16547252,0.1633581,0.16127731,0.15922834,0.15721144,0.15522648,0.15327395,0.15135504,0.14947154,0.14762451,0.1458155,0.14404716,0.14231993,0.14063539,0.13899519,0.13739969,0.13584949,0.13434471,0.13288487,0.13146974,0.13009764,0.12876762,0.12747826,0.12622716,0.12501289,0.123832956,0.12268485,0.12156631,0.12047507,0.119408384,0.11836387,0.11733951,0.116332665,0.11534192,0.11436416,0.113398805,0.11244382,0.11149718,0.11055817,0.10962488,0.10869683,0.10777308,0.10685302,0.10593499,0.10502006,0.104107276,0.103195444,0.10228588,0.10137774,0.10047127,0.099566475,0.09866382,0.09776272,0.09686436,0.095969334,0.09507705,0.094188705,0.09330429,0.09242417
7,0.43025398,0.41815162,0.4065426,0.3954301,0.38480443,0.3746485,0.3649404,0.35565674,0.34677416,0.33827078,0.3301258,0.32232153,0.3148418,0.30767262,0.30080187,0.29421836,0.2879122,0.28187382,0.27609444,0.2705657,0.26527858,0.2602241,0.2553929,0.2507758,0.2463627,0.24214329,0.23810674,0.23424293,0.23053993,0.22698714,0.22357298,0.22028686,0.21711792,0.21405579,0.21109082,0.20821382,0.20541562,0.20268919,0.20002724,0.19742419,0.1948749,0.19237448,0.18992056,0.18751003,0.18514194,0.18281461,0.1805283,0.17828347,0.17607988,0.17391945,0.1718029,0.16973116,0.16770627,0.1657287,0.16379942,0.1619202,0.16008998,0.1583096,0.15657891,0.15489699,0.15326323,0.15167631,0.15013482,0.14863624,0.14717974,0.14576198,0.14438142,0.14303495,0.14172103,0.14043666,0.13917913,0.13794638,0.13673629,0.13554598,0.13437428,0.13321854,0.132077,0.1309482,0.12983073,0.12872304,0.12762393,0.12653245,0.12544776,0.124369994,0.123296514,0.12222852,0.12116481,0.12010576,0.11905064,0.11799969,0.11695279,0.115910426,0.11487235,0.11383845,0.11281003,0.1117865,0.11076869,0.10975684,0.10875155,0.107752815
8,0.4866507,0.47338265,0.4606166,0.44836038,0.43660808,0.42534566,0.41455412,0.4042114,0.39429593,0.3847863,0.37566292,0.3669076,0.35850477,0.35044014,0.34270132,0.3352766,0.32815552,0.32132912,0.31478703,0.3085209,0.30252075,0.29677737,0.29128075,0.28602087,0.28098708,0.27616835,0.27155316,0.26713037,0.26288795,0.25881374,0.25489628,0.25112402,0.24748553,0.24396922,0.24056543,0.23726393,0.23405541,0.2309319,0.22788598,0.22491063,0.22200109,0.21915235,0.21635987,0.21362235,0.2109362,0.20830084,0.20571531,0.20317985,0.20069446,0.19825901,0.1958753,0.19354345,0.19126381,0.18903853,0.18686737,0.18475045,0.18268766,0.18067934,0.1787249,0.17682303,0.17497243,0.17317249,0.17142083,0.16971542,0.16805436,0.16643514,0.16485526,0.16331257,0.16180469,0.16032852,0.15888192,0.1574625,0.15606774,0.15469564,0.15334405,0.15201141,0.15069522,0.14939405,0.1481073,0.14683236,0.14556898,0.14431538,0.14307179,0.14183618,0.14060916,0.13938905,0.13817646,0.13697089,0.13577165,0.13457908,0.13339306,0.13221408,0.13104214,0.12987675,0.12871923,0.12756898,0.12642647,0.1252922,0.1241671,0.123050824
9,0.5408908,0.5266737,0.5129477,0.4997276,0.4870118,0.47479153,0.46305084,0.45177114,0.44093293,0.4305163,0.42050302,0.41087627,0.4016204,0.3927225,0.38417006,0.37595248,0.36805826,0.36047995,0.35320628,0.34622836,0.33953762,0.33312404,0.32697713,0.32108718,0.31544256,0.31003267,0.30484527,0.29986882,0.29509038,0.29049826,0.28608,0.28182316,0.27771616,0.2737472,0.2699052,0.26618028,0.26256216,0.2590425,0.2556131,0.25226712,0.24899866,0.24580194,0.24267365,0.23960997,0.23660816,0.23366667,0.2307842,0.22796036,0.22519447,0.2224871,0.21983792,0.21724762,0.21471657,0.21224488,0.2098334,0.2074814,0.20518817,0.20295359,0.20077743,0.19865741,0.19659247,0.19458105,0.19262089,0.1907102,0.18884648,0.18702735,0.18525018,0.18351294,0.18181218,0.180146,0.1785114,0.1769072,0.17532946,0.173777,0.17224766,0.17073907,0.1692499,0.16777827,0.16632284,0.16488256,0.16345562,0.16204216,0.16063978,0.1592492,0.15786888,0.15649857,0.15513851,0.15378667,0.1524451,0.15111269,0.14978911,0.14847507,0.1471702,0.14587475,0.14458872,0.14331318,0.14204778,0.14079298,0.13954903,0.13831688
10,0.59278464,0.577844,0.5633657,0.54936993,0.53586376,0.522843,0.5102977,0.49821222,0.48657012,0.47535527,0.46455002,0.45413995,0.44411075,0.4344507,0.42514783,0.41619253,0.40757465,0.39928603,0.3913175,0.3836605,0.3763057,0.36924434,0.36246645,0.35596216,0.34971982,0.34372938,0.3379786,0.33245468,0.32714593,0.32203996,0.31712377,0.31238472,0.3078112,0.30339038,0.29911155,0.2949642,0.29093766,0.2870221,0.28321052,0.27949452,0.27586782,0.2723254,0.26886165,0.2654729,0.26215684,0.2589109,0.25573277,0.25262225,0.24957813,0.24660005,0.24368753,0.24084105,0.23806013,0.23534454,0.2326944,0.23010911,0.22758748,0.22512914,0.22273208,0.22039618,0.2181182,0.21589698,0.21373047,0.21161582,0.20955123,0.20753385,0.20556106,0.20363034,0.20173885,0.19988431,0.1980641,0.19627573,0.1945168,0.19278516,0.1910794,0.18939675,0.18773617,0.18609513,0.18447353,0.18286909,0.18128051,0.17970754,0.17814912,0.1766044,0.17507245,0.17355384,0.1720468,0.17055203,0.1690693,0.16759767,0.16613819,0.16469039,0.16325392,0.1618296,0.16041781,0.15901817,0.15763105,0.15625681,0.1548964,0.15354921
11,0.64218605,0.6267519,0.61173105,0.59715414,0.5830351,0.56937814,0.556178,0.5434246,0.5311055,0.51920664,0.50771534,0.4966181,0.48590237,0.47555822,0.46557498,0.4559452,0.4466591,0.4377098,0.42908937,0.42079002,0.412804,0.40512228,0.3977368,0.3906374,0.3838138,0.37725592,0.3709517,0.36488956,0.35905713,0.35344207,0.34803188,0.34281397,0.3377759,0.33290547,0.32819092,0.32362103,0.31918633,0.31487632,0.31068242,0.30659682,0.30261314,0.2987244,0.2949264,0.291214,0.28758466,0.28403437,0.28056216,0.27716613,0.27384508,0.27059793,0.26742387,0.26432252,0.26129305,0.2583356,0.25544834,0.25263095,0.24988271,0.2472017,0.24458636,0.24203528,0.23954655,0.23711719,0.23474576,0.23242928,0.23016502,0.22795118,0.22578408,0.22366168,0.22158076,0.21953918,0.21753456,0.21556439,0.21362533,0.21171702,0.20983602,0.20798089,0.20615031,0.20434202,0.20255508,0.20078851,0.19903995,0.19730951,0.195596,0.19389929,0.19221748,0.19055118,0.18889977,0.18726303,0.18564011,0.1840321,0.18243767,0.18085767,0.17929174,0.17774059,0.17620386,0.17468192,0.17317511,0.1716838,0.17020811,0.16874804
12,0.68897367,0.6732756,0.6579255,0.64296365,0.6284139,0.61428726,0.6005862,0.587307,0.5744418,0.56198037,0.5499134,0.5382304,0.5269215,0.5159782,0.5053927,0.495157,0.4852656,0.47571117,0.46648812,0.45759022,0.44901037,0.4407413,0.43277562,0.42510545,0.4177199,0.4106109,0.4037673,0.39717734,0.39082974,0.38471282,0.37881356,0.3731202,0.36762005,0.3623011,0.35715175,0.35216105,0.34731793,0.3426128,0.33803695,0.3335817,0.32924002,0.32500577,0.32087302,0.316837,0.31289434,0.30904126,0.30527514,0.3015945,0.297997,0.29448116,0.29104638,0.28769147,0.28441525,0.28121614,0.27809334,0.27504575,0.27207184,0.2691698,0.26633704,0.26357293,0.26087344,0.25823784,0.25566316,0.25314593,0.25068414,0.24827494,0.24591495,0.24360241,0.24133421,0.23910715,0.23691966,0.23476876,0.23265208,0.23056795,0.22851385,0.22648813,0.22448911,0.22251512,0.22056486,0.218637,0.21673061,0.21484448,0.2129779,0.21113016,0.20930041,0.20748867,0.20569433,0.20391704,0.2021568,0.20041324,0.19868602,0.19697584,0.19528235,0.19360603,0.1919464,0.19030453,0.18867971,0.18707289,0.18548419,0.18391313
13,0.73303497,0.71730185,0.701836,0.68668795,0.6718904,0.65746415,0.6434196,0.62975943,0.6164825,0.6035836,0.5910572,0.57889545,0.5670922,0.5556408,0.5445355,0.5337711,0.5233432,0.5132462,0.5034768,0.49402964,0.48489982,0.47608167,0.46756953,0.45935607,0.45143378,0.44379377,0.4364267,0.4293226,0.42247045,0.41585952,0.40947795,0.40331322,0.39735484,0.39158958,0.38600707,0.38059527,0.37534428,0.37024403,0.36528504,0.36045945,0.35575926,0.35117805,0.34670967,0.34234965,0.33809298,0.33393586,0.32987595,0.3259107,0.3220365,0.31825304,0.31455815,0.31094927,0.30742598,0.30398655,0.3006289,0.29735208,0.2941537,0.29103076,0.28798234,0.28500557,0.28209817,0.27925706,0.27647972,0.27376318,0.27110505,0.26850176,0.26595104,0.2634499,0.26099527,0.25858486,0.2562164,0.2538861,0.25159347,0.2493353,0.24710931,0.24491443,0.24274923,0.24061109,0.23849942,0.23641266,0.23434938,0.23230971,0.23029162,0.22829546,0.22631969,0.22436418,0.22242893,0.22051324,0.21861722,0.21674038,0.21488275,0.2130443,0.2112254,0.20942558,0.20764555,0.20588519,0.20414497,0.20242478,0.2007251,0.19904639
14,0.77425075,0.75871146,0.74334455,0.7282094,0.7133508,0.6987976,0.68456984,0.6706786,0.65712774,0.64392054,0.6310537,0.6185248,0.60633075,0.59446764,0.5829321,0.57172155,0.56083226,0.55026233,0.54000866,0.530069,0.52043974,0.51111746,0.50209785,0.49337566,0.48494518,0.47679907,0.4689294,0.46132803,0.45398545,0.4468915,0.4400351,0.43340623,0.42699313,0.4207844,0.4147699,0.40893805,0.40327883,0.39778233,0.3924396,0.38724208,0.38218176,0.37725234,0.3724469,0.3677606,0.36318898,0.3587271,0.35437202,0.35012037,0.34596962,0.34191746,0.33796072,0.3340991,0.33032906,0.32664883,0.32305694,0.3195504,0.31612748,0.31278515,0.30952114,0.30633318,0.30321777,0.3001722,0.29719377,0.29427898,0.2914257,0.28863013,0.28588927,0.28320086,0.2805617,0.27796912,0.27542043,0.2729137,0.27044618,0.2680155,0.26562047,0.26325834,0.26092803,0.258628,0.25635624,0.25411248,0.2518953,0.24970295,0.2475362,0.24539305,0.24327339,0.24117626,0.23910202,0.23705043,0.23502065,0.23301245,0.23102666,0.22906233,0.22711994,0.2251996,0.2233013,0.22142567,0.21957184,0.21774091,0.21593298,0.21414818
15,0.8124906,0.7973703,0.78231657,0.76739764,0.75266623,0.73816264,0.72391605,0.7099457,0.6962645,0.6828803,0.6697973,0.65701723,0.6445409,0.63236773,0.62049675,0.6089277,0.59765995,0.58669233,0.5760249,0.5656562,0.55558515,0.5458107,0.53632975,0.5271394,0.51823574,0.5096141,0.5012682,0.493191,0.48537558,0.47781253,0.47049314,0.46340823,0.45654684,0.4498995,0.4434551,0.4372043,0.4311368,0.42524338,0.41951537,0.41394383,0.40852147,0.40324122,0.39809656,0.39308184,0.38819253,0.3834238,0.378771,0.3742317,0.36980212,0.3654797,0.3612612,0.35714465,0.35312688,0.34920573,0.34537876,0.34164256,0.33799487,0.33443356,0.3309542,0.32755488,0.32423186,0.32098293,0.31780422,0.3146919,0.31164432,0.30865723,0.30572808,0.30285347,0.30003083,0.2972579,0.2945311,0.29184878,0.28920805,0.2866069,0.2840438,0.28151667,0.2790233,0.2765633,0.27413416,0.2717352,0.26936567,0.26702368,0.2647096,0.26242197,0.2601601,0.25792444,0.25571382,0.253528,0.25136662,0.24923016,0.24711837,0.2450309,0.24296762,0.24092902,0.23891546,0.2369261,0.23496236,0.23302378,0.23111011,0.22922231
16,0.8476131,0.833132,0.8186029,0.8041018,0.78968966,0.7754164,0.7613194,0.7474271,0.7337618,0.7203376,0.7071668,0.69425607,0.68160987,0.6692326,0.6571269,0.6452935,0.6337354,0.622453,0.61144865,0.60072243,0.59027505,0.58010733,0.57021916,0.5606091,0.55127525,0.542215,0.5334247,0.5248995,0.51663387,0.50862145,0.5008539,0.49332476,0.48602402,0.4789437,0.4720745,0.46540695,0.45893246,0.45264196,0.44652748,0.44058007,0.43479306,0.42915905,0.42367232,0.41832608,0.41311592,0.4080364,0.40308392,0.39825398,0.39354318,0.3889482,0.3844657,0.3800925,0.37582552,0.37166172,0.36759818,0.3636316,0.35975903,0.35597724,0.35228246,0.34867185,0.34514183,0.3416893,0.33831018,0.3350016,0.33176005,0.3285827,0.32546562,0.32240665,0.31940216,0.31644952,0.31354594,0.3106897,0.30787754,0.30510795,0.3023789,0.2996881,0.29703414,0.2944156,0.29183125,0.28927946,0.28675961,0.28427052,0.2818116,0.2793821,0.27698076,0.2746085,0.27226377,0.26994693,0.2676568,0.26539445,0.26315928,0.26095092,0.2587701,0.25661647,0.25448954,0.2523905,0.250319,0.24827553,0.24625947,0.24427165
